2.754261016845703125e+00,1.003488349914550781e+01
1.143144226074218750e+01,4.486722469329833984e+00
8.541464805603027344e+00,5.586354255676269531e+00
-1.827082753181457520e+00,8.469890594482421875e+00
1.502844524383544922e+01,1.189475440979003906e+01
-2.244100332260131836e+00,8.449167251586914062e+00
1.010136795043945312e+01,9.844482421875000000e+00
1.174591255187988281e+01,9.746226310729980469e+00
8.357923507690429688e+00,9.948625564575195312e+00
-5.396781921386718750e+00,7.459233283996582031e+00
1.324795246124267578e+01,1.152245759963989258e+00
-1.080791234970092773e+00,7.196592807769775391e+00
-4.473731040954589844e+00,7.320396423339843750e+00
6.043505191802978516e+00,7.069321632385253906e+00
8.327175140380859375e+00,5.955504894256591797e+00
1.540777587890625000e+01,9.151760101318359375e+00
4.065722942352294922e+00,8.980550765991210938e+00
5.378830909729003906e+00,7.545480251312255859e+00
3.777973890304565430e+00,8.254027366638183594e+00
1.041164207458496094e+01,7.397385120391845703e+00
-5.187541007995605469e+00,7.281493186950683594e+00
8.352900505065917969e+00,7.567975044250488281e+00
1.384076690673828125e+01,8.415685653686523438e+00
1.623427963256835938e+01,1.281844043731689453e+01
6.533058285713195801e-01,9.974624633789062500e+00
2.825431346893310547e+00,8.568715095520019531e+00
7.277655601501464844e+00,9.078522682189941406e+00
1.376994991302490234e+01,1.349111795425415039e+00
5.546757221221923828e+00,1.047315120697021484e+01
5.285842895507812500e+00,6.104529857635498047e+00
1.358452796936035156e+01,6.084237694740295410e-01
-3.852682590484619141e+00,6.508383750915527344e+00
6.728128910064697266e+00,9.590301513671875000e+00
1.198635864257812500e+01,9.436533927917480469e+00
2.996645927429199219e+00,7.736103057861328125e+00
5.059251308441162109e+00,9.451065063476562500e+00
-4.836730957031250000e+00,6.908940315246582031e+00
1.182014369964599609e+01,5.131614208221435547e+00
3.572878837585449219e+00,8.745532035827636719e+00
8.828519821166992188e+00,9.280776977539062500e+00
1.769956207275390625e+01,1.205600357055664062e+01
-3.374804019927978516e+00,7.572498798370361328e+00
3.614762544631958008e+00,8.897268295288085938e+00
9.910504341125488281e+00,1.003738594055175781e+01
-2.284662008285522461e+00,8.659124374389648438e+00
2.849252462387084961e+00,8.817366600036621094e+00
1.363708400726318359e+01,7.151775360107421875e+00
1.794281244277954102e+00,8.015135765075683594e+00
5.241569995880126953e+00,9.256716728210449219e+00
7.018416881561279297e+00,8.633900642395019531e+00
3.462790966033935547e+00,9.208076477050781250e+00
1.286423015594482422e+01,5.748854637145996094e+00
1.010847282409667969e+01,5.341607570648193359e+00
-3.446094989776611328e-01,7.297955989837646484e+00
1.026214218139648438e+01,8.300259590148925781e+00
1.039549732208251953e+01,1.137109279632568359e+01
1.157970333099365234e+01,4.860181808471679688e+00
1.047056007385253906e+01,1.060589504241943359e+01
-3.712209165096282959e-01,9.280612945556640625e+00
-1.187964677810668945e+00,7.546324253082275391e+00
1.652802228927612305e+00,7.772419452667236328e+00
